Docket Number,Country,Sub Case,Status,Other Reference No.,Application No,Filing Date,No,Due Date,Amount,CPI Payment Date
13T&I0048,SG,,Granted,13T&I0048-SG-PCT,11201606522W,8/5/2016,12,12/10/2025,581,
13T&I0048,US,,Granted,13T&I0048-US-PCT,15/120169,8/19/2016,8,5/20/2026,4047,
13T&I0049,CN,,Granted,13T&I0049-CN-PCT,201480076324.1,8/25/2016,11,12/10/2024,581,11/16/2024
13T&I0049,CN,,Granted,13T&I0049-CN-PCT,201480076324.1,8/25/2016,12,12/10/2025,582,
13T&I0049,DE,,Granted,13T&I0049-DE-EPT,14809652.2,12/10/2014,11,12/10/2024,637,12/22/2024
13T&I0049,DE,,Granted,13T&I0049-DE-EPT,14809652.2,12/10/2014,12,12/10/2025,856,
13T&I0049,FR,,Granted,13T&I0049-FR-EPT,14809652.2,12/10/2014,11,12/10/2024,311,12/24/2024
13T&I0049,FR,,Granted,13T&I0049-FR-EPT,14809652.2,12/10/2014,12,12/10/2025,382,
13T&I0049,GC,,Granted,13T&I0049-GC-NP,2014/28545,12/14/2014,12,3/1/2025,1699,2/16/2025
13T&I0049,GC,,Granted,13T&I0049-GC-NP,2014/28545,12/14/2014,13,3/1/2026,1753,
13T&I0049,IN,,Granted,13T&I0049-IN-PCT,201617027113,8/9/2016,11,12/10/2024,396,11/29/2024
13T&I0049,IN,,Granted,13T&I0049-IN-PCT,201617027113,8/9/2016,12,12/10/2025,343,
13T&I0049,KR,,Granted,13T&I0049-KR-PCT,1020167025505,9/13/2016,4,3/2/2025,284,2/16/2025
13T&I0049,KR,,Granted,13T&I0049-KR-PCT,1020167025505,9/13/2016,5,3/2/2026,287,
13T&I0049,NL,,Granted,13T&I0049-NL-EPT,14809652.2,12/10/2014,11,12/10/2024,591,12/26/2024
13T&I0049,NL,,Granted,13T&I0049-NL-EPT,14809652.2,12/10/2014,12,12/10/2025,756,
13T&I0049,SG,,Granted,13T&I0049-SG-PCT,11201606519W,8/5/2016,11,12/10/2024,554,11/16/2024
13T&I0049,SG,,Granted,13T&I0049-SG-PCT,11201606519W,8/5/2016,12,12/10/2025,581,
13T&I0050,CN,,Granted,13T&I0050-CN-PCT,CN201480076214.5,8/23/2016,11,12/23/2024,581,11/29/2024
13T&I0050,CN,,Granted,13T&I0050-CN-PCT,CN201480076214.5,8/23/2016,12,12/23/2025,582,
13T&I0050,DE,,Granted,13T&I0050-DE-EPT,14816332.2,12/23/2014,11,12/23/2024,637,12/22/2024
13T&I0050,DE,,Granted,13T&I0050-DE-EPT,14816332.2,12/23/2014,12,12/23/2025,856,
13T&I0050,FR,,Granted,13T&I0050-FR-EPT,14816332.2,12/23/2014,11,12/23/2024,311,12/24/2024
13T&I0050,FR,,Granted,13T&I0050-FR-EPT,14816332.2,12/23/2014,12,12/23/2025,382,
13T&I0050,GC,,Granted,13T&I0050-GC-NP,2015/28719,1/1/2015,11,3/1/2025,1646,2/16/2025
13T&I0050,GC,,Granted,13T&I0050-GC-NP,2015/28719,1/1/2015,12,3/1/2026,1699,
13T&I0050,IN,,Granted,13T&I0050-IN-PCT,201627024419,7/16/2016,11,12/23/2024,396,12/6/2024
13T&I0050,IN,,Granted,13T&I0050-IN-PCT,201627024419,7/16/2016,12,12/23/2025,343,
13T&I0050,KR,,Granted,13T&I0050-KR-PCT,20167026457,9/23/2016,4,4/12/2025,109,3/16/2025
13T&I0050,KR,,Granted,13T&I0050-KR-PCT,20167026457,9/23/2016,5,4/12/2026,113,
13T&I0050,NL,,Granted,13T&I0050-NL-EPT,14816332.2,12/23/2014,11,12/23/2024,591,12/26/2024
13T&I0050,NL,,Granted,13T&I0050-NL-EPT,14816332.2,12/23/2014,12,12/23/2025,756,
13T&I0050,SG,,Granted,13T&I0050-SG-PCT,11201606307P,8/1/2016,11,12/23/2024,554,11/29/2024
13T&I0050,SG,,Granted,13T&I0050-SG-PCT,11201606307P,8/1/2016,12,12/23/2025,581,
13T&I0050,US,,Granted,13T&I0050-US-PCT,15/120667,8/22/2016,8,5/13/2026,4047,
13T&I0051,CN,,Granted,13T&I0051-CN-PCT,201480076216.4,8/23/2016,11,12/23/2024,581,11/29/2024
13T&I0051,CN,,Granted,13T&I0051-CN-PCT,201480076216.4,8/23/2016,12,12/23/2025,582,
13T&I0051,DE,,Granted,13T&I0051-DE-EPT,14820887.9,12/23/2014,11,12/23/2024,637,12/22/2024
13T&I0051,DE,,Granted,13T&I0051-DE-EPT,14820887.9,12/23/2014,12,12/23/2025,856,
13T&I0051,FR,,Granted,13T&I0051-FR-EPT,14820887.9,12/23/2014,11,12/23/2024,311,12/24/2024
13T&I0051,FR,,Granted,13T&I0051-FR-EPT,14820887.9,12/23/2014,12,12/23/2025,382,
13T&I0051,GC,,Granted,13T&I0051-GC-NP,GC201528707,1/1/2015,11,3/1/2025,1646,2/16/2025
13T&I0051,GC,,Granted,13T&I0051-GC-NP,GC201528707,1/1/2015,12,3/1/2026,1699,
13T&I0051,IN,,Granted,13T&I0051-IN-PCT,201617027402,8/10/2016,11,12/23/2024,396,12/6/2024
13T&I0051,IN,,Granted,13T&I0051-IN-PCT,201617027402,8/10/2016,12,12/23/2025,343,
13T&I0051,KR,,Granted,13T&I0051-KR-PCT,1020167026169,9/22/2016,4,3/29/2025,253,2/28/2025
13T&I0051,KR,,Granted,13T&I0051-KR-PCT,1020167026169,9/22/2016,5,3/29/2026,256,
13T&I0051,NL,,Granted,13T&I0051-NL-EPT,14820887.9,12/23/2014,11,12/23/2024,591,12/26/2024
13T&I0051,NL,,Granted,13T&I0051-NL-EPT,14820887.9,12/23/2014,12,12/23/2025,756,
13T&I0051,SG,,Granted,13T&I0051-SG-PCT,11201606011R,7/21/2016,11,12/23/2024,554,11/29/2024
13T&I0051,SG,,Granted,13T&I0051-SG-PCT,11201606011R,7/21/2016,12,12/23/2025,581,
13T&I0051,US,,Granted,13T&I0051-US-PCT,15/120691,8/22/2016,8,6/25/2026,4047,
13T&I0052,CN,,Granted,13T&I0052-CN-PCT,201480076288.9,8/24/2016,11,12/23/2024,581,11/29/2024
13T&I0052,CN,,Granted,13T&I0052-CN-PCT,201480076288.9,8/24/2016,12,12/23/2025,582,
13T&I0052,DE,,Granted,13T&I0052-DE-EPT,14825350.3,12/23/2014,11,12/23/2024,637,12/22/2024
13T&I0052,DE,,Granted,13T&I0052-DE-EPT,14825350.3,12/23/2014,12,12/23/2025,856,
13T&I0052,FR,,Granted,13T&I0052-FR-EPT,14825350.3,12/23/2014,11,12/23/2024,311,12/24/2024
13T&I0052,FR,,Granted,13T&I0052-FR-EPT,14825350.3,12/23/2014,12,12/23/2025,382,
13T&I0052,GB,,Granted,13T&I0052-GB-EPT,14825350.3,12/23/2014,11,12/23/2024,271,12/26/2024
13T&I0052,GB,,Granted,13T&I0052-GB-EPT,14825350.3,12/23/2014,12,12/23/2025,334,
13T&I0052,GC,,Granted,13T&I0052-GC-NP,GC201528704,1/1/2015,11,3/1/2025,1646,2/16/2025
13T&I0052,GC,,Granted,13T&I0052-GC-NP,GC201528704,1/1/2015,12,3/1/2026,1699,
13T&I0052,IN,,Granted,13T&I0052-IN-PCT,201617027400,8/10/2016,11,12/23/2024,396,12/6/2024
13T&I0052,IN,,Granted,13T&I0052-IN-PCT,201617027400,8/10/2016,12,12/23/2025,343,
13T&I0052,IT,,Granted,13T&I0052-IT-EPT,14825350.3,12/23/2014,11,12/23/2024,377,12/16/2024
13T&I0052,IT,,Granted,13T&I0052-IT-EPT,14825350.3,12/23/2014,12,12/23/2025,528,
13T&I0052,JP,,Granted,13T&I0052-JP-PCT,2016553871,8/24/2016,6,3/16/2025,111,2/28/2025
13T&I0052,JP,,Granted,13T&I0052-JP-PCT,2016553871,8/24/2016,7,3/16/2026,386,
13T&I0052,KR,,Granted,13T&I0052-KR-PCT,20167026173,9/22/2016,4,10/7/2025,232,
13T&I0052,KR,,Granted,13T&I0052-KR-PCT,20167026173,9/22/2016,5,10/7/2026,240,
13T&I0052,NL,,Granted,13T&I0052-NL-EPT,14825350.3,12/23/2014,11,12/23/2024,591,12/26/2024
13T&I0052,NL,,Granted,13T&I0052-NL-EPT,14825350.3,12/23/2014,12,12/23/2025,756,
13T&I0052,SG,,Granted,13T&I0052-SG-PCT,11201606016Q,7/21/2016,11,12/23/2024,554,11/29/2024
13T&I0052,SG,,Granted,13T&I0052-SG-PCT,11201606016Q,7/21/2016,12,12/23/2025,581,
13T&I0053,CN,,Granted,13T&I0053-CN-PCT,201480076306.3,8/24/2016,11,12/23/2024,581,11/29/2024
13T&I0053,CN,,Granted,13T&I0053-CN-PCT,201480076306.3,8/24/2016,12,12/23/2025,582,
13T&I0053,DE,,Granted,13T&I0053-DE-EPT,14816327.2,12/23/2014,11,12/23/2024,637,12/22/2024
13T&I0053,DE,,Granted,13T&I0053-DE-EPT,14816327.2,12/23/2014,12,12/23/2025,856,
13T&I0053,FR,,Granted,13T&I0053-FR-EPT,14816327.2,12/23/2014,11,12/23/2024,311,12/24/2024
13T&I0053,FR,,Granted,13T&I0053-FR-EPT,14816327.2,12/23/2014,12,12/23/2025,382,
13T&I0053,GC,,Granted,13T&I0053-GC-NP,GC201528722,1/1/2015,11,3/1/2025,1646,2/16/2025
13T&I0053,GC,,Granted,13T&I0053-GC-NP,GC201528722,1/1/2015,12,3/1/2026,1699,
13T&I0053,IN,,Granted,13T&I0053-IN-PCT,201617027401,8/10/2016,11,12/23/2024,396,12/6/2024
13T&I0053,IN,,Granted,13T&I0053-IN-PCT,201617027401,8/10/2016,12,12/23/2025,343,
13T&I0053,KR,,Granted,13T&I0053-KR-PCT,20167026339,9/23/2016,4,3/10/2025,253,2/16/2025
13T&I0053,KR,,Granted,13T&I0053-KR-PCT,20167026339,9/23/2016,5,3/10/2026,256,
13T&I0053,NL,,Granted,13T&I0053-NL-EPT,14816327.2,12/23/2014,11,12/23/2024,591,12/26/2024
13T&I0053,NL,,Granted,13T&I0053-NL-EPT,14816327.2,12/23/2014,12,12/23/2025,756,
13T&I0053,SG,,Granted,13T&I0053-SG-PCT,11201606020P,7/21/2016,11,12/23/2024,554,11/29/2024
13T&I0053,SG,,Granted,13T&I0053-SG-PCT,11201606020P,7/21/2016,12,12/23/2025,581,
13T&I0054,CN,,Granted,13T&I0054-CN-PCT,201480076213.0,8/23/2016,11,12/23/2024,581,11/29/2024
13T&I0054,CN,,Granted,13T&I0054-CN-PCT,201480076213.0,8/23/2016,12,12/23/2025,582,
13T&I0054,DE,,Abandoned,13T&I0054-DE-EPT,14816324.9,12/23/2014,11,12/23/2024,637,12/22/2024
13T&I0054,DE,,Abandoned,13T&I0054-DE-EPT,14816324.9,12/23/2014,12,12/23/2025,857,
13T&I0054,FR,,Abandoned,13T&I0054-FR-EPT,14816324.9,12/23/2014,11,12/23/2024,311,12/24/2024
13T&I0054,FR,,Abandoned,13T&I0054-FR-EPT,14816324.9,12/23/2014,12,12/23/2025,382,
13T&I0054,GB,,Granted,13T&I0054-GB-EPT,14816324.9,12/23/2014,11,12/23/2024,271,12/26/2024
13T&I0054,GB,,Granted,13T&I0054-GB-EPT,14816324.9,12/23/2014,12,12/23/2025,334,
13T&I0054,GC,,Granted,13T&I0054-GC-NP,GC201528720,1/1/2015,11,3/1/2025,1646,2/16/2025
13T&I0054,GC,,Granted,13T&I0054-GC-NP,GC201528720,1/1/2015,12,3/1/2026,1699,
13T&I0054,JP,,Abandoned,13T&I0054-JP-PCT,2016-570164,8/23/2016,7,8/3/2024,337,7/16/2024
13T&I0054,JP,,Abandoned,13T&I0054-JP-PCT,2016-570164,8/23/2016,8,8/3/2025,377,
13T&I0054,JP,,Abandoned,13T&I0054-JP-PCT,2016-570164,8/23/2016,9,8/3/2026,377,
13T&I0054,KR,,Granted,13T&I0054-KR-PCT,20167026458,9/23/2016,4,4/12/2025,274,3/16/2025
13T&I0054,KR,,Granted,13T&I0054-KR-PCT,20167026458,9/23/2016,5,4/12/2026,287,
13T&I0054,NL,,Granted,13T&I0054-NL-EPT,14816324.9,12/23/2014,11,12/23/2024,591,12/26/2024
13T&I0054,NL,,Granted,13T&I0054-NL-EPT,14816324.9,12/23/2014,12,12/23/2025,756,
13T&I0054,SG,,Abandoned,13T&I0054-SG-PCT,11201606314U,8/1/2016,11,12/23/2024,554,11/29/2024
13T&I0054,SG,,Abandoned,13T&I0054-SG-PCT,11201606314U,8/1/2016,12,12/23/2025,572,
13T&I0054,US,,Granted,13T&I0054-US-PCT,15/121104,8/24/2016,8,9/19/2026,4047,
13T&I0055,CN,,Granted,13T&I0055-CN-PCT,201480076304.4,8/24/2016,11,12/23/2024,581,11/29/2024
13T&I0055,CN,,Granted,13T&I0055-CN-PCT,201480076304.4,8/24/2016,12,12/23/2025,582,
13T&I0055,DE,,Granted,13T&I0055-DE-EPT,14821656.7,12/23/2014,11,12/23/2024,637,12/22/2024
13T&I0055,DE,,Granted,13T&I0055-DE-EPT,14821656.7,12/23/2014,12,12/23/2025,856,
13T&I0055,FR,,Granted,13T&I0055-FR-EPT,14821656.7,12/23/2014,11,12/23/2024,311,12/24/2024
13T&I0055,FR,,Granted,13T&I0055-FR-EPT,14821656.7,12/23/2014,12,12/23/2025,382,
13T&I0055,GC,,Granted,13T&I0055-GC-NP,GC201528712,1/1/2015,11,3/1/2025,1646,2/16/2025
13T&I0055,GC,,Granted,13T&I0055-GC-NP,GC201528712,1/1/2015,12,3/1/2026,1699,
13T&I0055,IN,,Granted,13T&I0055-IN-PCT,201617027408,8/11/2016,11,12/23/2024,396,12/6/2024
13T&I0055,IN,,Granted,13T&I0055-IN-PCT,201617027408,8/11/2016,12,12/23/2025,343,
13T&I0055,KR,,Granted,13T&I0055-KR-PCT,20167026345,9/23/2016,4,3/11/2025,237,2/16/2025
13T&I0055,KR,,Granted,13T&I0055-KR-PCT,20167026345,9/23/2016,5,3/11/2026,240,
13T&I0055,NL,,Granted,13T&I0055-NL-EPT,14821656.7,12/23/2014,11,12/23/2024,591,12/26/2024
13T&I0055,NL,,Granted,13T&I0055-NL-EPT,14821656.7,12/23/2014,12,12/23/2025,756,
13T&I0055,SG,,Granted,13T&I0055-SG-PCT,11201606022Q,7/21/2016,11,12/23/2024,554,11/29/2024
13T&I0055,SG,,Granted,13T&I0055-SG-PCT,11201606022Q,7/21/2016,12,12/23/2025,581,
13T&I0056,CN,,Granted,13T&I0056-CN-PCT,201480076215.X,8/23/2016,11,12/23/2024,581,11/29/2024
13T&I0056,CN,,Granted,13T&I0056-CN-PCT,201480076215.X,8/23/2016,12,12/23/2025,582,
13T&I0056,DE,,Granted,13T&I0056-DE-EPT,14828469.8,12/23/2014,11,12/23/2024,637,12/22/2024
13T&I0056,DE,,Granted,13T&I0056-DE-EPT,14828469.8,12/23/2014,12,12/23/2025,856,
13T&I0056,FR,,Granted,13T&I0056-FR-EPT,14828469.8,12/23/2014,11,12/23/2024,311,12/24/2024
13T&I0056,FR,,Granted,13T&I0056-FR-EPT,14828469.8,12/23/2014,12,12/23/2025,382,
13T&I0056,GB,,Granted,13T&I0056-GB-EPT,14828469.8,12/23/2014,11,12/23/2024,271,12/26/2024
13T&I0056,GB,,Granted,13T&I0056-GB-EPT,14828469.8,12/23/2014,12,12/23/2025,334,
13T&I0056,GC,,Granted,13T&I0056-GC-NP,GC201528708,1/1/2015,11,3/1/2025,1646,2/16/2025
13T&I0056,GC,,Granted,13T&I0056-GC-NP,GC201528708,1/1/2015,12,3/1/2026,1699,
13T&I0056,IN,,Granted,13T&I0056-IN-PCT,201627024418,7/16/2016,11,12/23/2024,396,12/6/2024
13T&I0056,IN,,Granted,13T&I0056-IN-PCT,201627024418,7/16/2016,12,12/23/2025,343,
13T&I0056,IT,,Granted,13T&I0056-IT-EPT,14828469.8,7/19/2016,11,12/23/2024,377,12/16/2024
13T&I0056,IT,,Granted,13T&I0056-IT-EPT,14828469.8,7/19/2016,12,12/23/2025,528,
13T&I0056,JP,,Granted,13T&I0056-JP-PCT,2016554181,8/25/2016,7,11/22/2024,369,10/29/2024
13T&I0056,JP,,Granted,13T&I0056-JP-PCT,2016554181,8/25/2016,8,11/22/2025,401,
13T&I0056,KR,,Granted,13T&I0056-KR-PCT,20167026460,9/23/2016,4,4/13/2025,244,3/16/2025
13T&I0056,KR,,Granted,13T&I0056-KR-PCT,20167026460,9/23/2016,5,4/13/2026,256,
13T&I0056,NL,,Granted,13T&I0056-NL-EPT,14828469.8,12/23/2014,11,12/23/2024,591,12/26/2024
13T&I0056,NL,,Granted,13T&I0056-NL-EPT,14828469.8,12/23/2014,12,12/23/2025,756,
13T&I0056,SG,,Granted,13T&I0056-SG-PCT,11201606319R,8/1/2016,11,12/23/2024,554,11/29/2024
13T&I0056,SG,,Granted,13T&I0056-SG-PCT,11201606319R,8/1/2016,12,12/23/2025,581,
13T&I0056,US,,Granted,13T&I0056-US-PCT,15/120701,8/22/2016,8,7/29/2026,4047,
13T&I0058,CN,,Granted,13T&I0058-CN-PCT,201480076218.3,8/23/2016,11,12/23/2024,581,11/29/2024
13T&I0058,CN,,Granted,13T&I0058-CN-PCT,201480076218.3,8/23/2016,12,12/23/2025,582,
13T&I0058,DE,,Granted,13T&I0058-DE-EPT,14819025.9,12/23/2014,11,12/23/2024,637,12/22/2024
13T&I0058,DE,,Granted,13T&I0058-DE-EPT,14819025.9,12/23/2014,12,12/23/2025,856,
13T&I0058,FR,,Granted,13T&I0058-FR-EPT,14819025.9,12/23/2014,11,12/23/2024,311,12/24/2024
13T&I0058,FR,,Granted,13T&I0058-FR-EPT,14819025.9,12/23/2014,12,12/23/2025,382,
13T&I0058,GB,,Granted,13T&I0058-GB-EPT,14819025.9,12/23/2014,11,12/23/2024,271,12/26/2024
13T&I0058,GB,,Granted,13T&I0058-GB-EPT,14819025.9,12/23/2014,12,12/23/2025,334,
13T&I0058,GC,,Granted,13T&I0058-GC-NP,GC201528717,1/1/2015,11,3/1/2025,1646,2/16/2025
13T&I0058,GC,,Granted,13T&I0058-GC-NP,GC201528717,1/1/2015,12,3/1/2026,1699,
13T&I0058,IN,,Granted,13T&I0058-IN-PCT,201617027539,8/11/2016,11,12/23/2024,396,12/6/2024
13T&I0058,IN,,Granted,13T&I0058-IN-PCT,201617027539,8/11/2016,12,12/23/2025,343,
13T&I0058,IT,,Granted,13T&I0058-IT-EPT,14819025.9,12/23/2014,11,12/23/2024,377,12/16/2024
13T&I0058,IT,,Granted,13T&I0058-IT-EPT,14819025.9,12/23/2014,12,12/23/2025,528,
13T&I0058,JP,,Granted,13T&I0058-JP-PCT,2016553856,8/24/2016,6,7/12/2024,149,6/16/2024
13T&I0058,JP,,Granted,13T&I0058-JP-PCT,2016553856,8/24/2016,7,7/12/2025,347,
13T&I0058,JP,,Granted,13T&I0058-JP-PCT,2016553856,8/24/2016,8,7/12/2026,342,
13T&I0058,KR,,Granted,13T&I0058-KR-PCT,20167026347,9/23/2016,4,3/11/2025,190,2/16/2025
13T&I0058,KR,,Granted,13T&I0058-KR-PCT,20167026347,9/23/2016,5,3/11/2026,192,
13T&I0058,NL,,Granted,13T&I0058-NL-EPT,14819025.9,12/23/2014,11,12/23/2024,591,12/26/2024
13T&I0058,NL,,Granted,13T&I0058-NL-EPT,14819025.9,12/23/2014,12,12/23/2025,756,
13T&I0058,SG,,Granted,13T&I0058-SG-PCT,11201606023W,7/21/2016,11,12/23/2024,554,11/29/2024
13T&I0058,SG,,Granted,13T&I0058-SG-PCT,11201606023W,7/21/2016,12,12/23/2025,581,
13T&I0058,US,,Granted,13T&I0058-US-PCT,15/120853,8/23/2016,8,6/25/2026,4047,
13T&I0060,CN,,Granted,13T&I0060-CN-PCT,201480076212.6,8/23/2016,11,12/23/2024,581,11/29/2024
13T&I0060,CN,,Granted,13T&I0060-CN-PCT,201480076212.6,8/23/2016,12,12/23/2025,582,
13T&I0060,DE,,Granted,13T&I0060-DE-EPT,14827775.9,12/23/2014,11,12/23/2024,637,12/22/2024
13T&I0060,DE,,Granted,13T&I0060-DE-EPT,14827775.9,12/23/2014,12,12/23/2025,856,
13T&I0060,FR,,Granted,13T&I0060-FR-EPT,14827775.9,12/23/2014,11,12/23/2024,311,12/24/2024
13T&I0060,FR,,Granted,13T&I0060-FR-EPT,14827775.9,12/23/2014,12,12/23/2025,382,
13T&I0060,GB,,Granted,13T&I0060-GB-EPT,14827775.9,12/23/2014,11,12/23/2024,271,12/26/2024
13T&I0060,GB,,Granted,13T&I0060-GB-EPT,14827775.9,12/23/2014,12,12/23/2025,334,
13T&I0060,GC,A,Granted,13T&I0060-GC-NP,GC201528726,1/1/2015,11,3/1/2025,1646,2/16/2025
13T&I0060,GC,A,Granted,13T&I0060-GC-NP,GC201528726,1/1/2015,12,3/1/2026,1699,
13T&I0060,IN,,Granted,13T&I0060-IN-PCT,201627024417,7/16/2016,11,12/23/2024,396,12/6/2024
13T&I0060,IN,,Granted,13T&I0060-IN-PCT,201627024417,7/16/2016,12,12/23/2025,343,
13T&I0060,IT,,Granted,13T&I0060-IT-EPT,14827775.9,12/23/2014,11,12/23/2024,377,12/16/2024
13T&I0060,IT,,Granted,13T&I0060-IT-EPT,14827775.9,12/23/2014,12,12/23/2025,528,
13T&I0060,JP,,Granted,13T&I0060-JP-PCD[3],2021129465,8/6/2021,4,6/26/2026,138,
13T&I0060,JP,C,Granted,13T&I0060-JP-PCD[2],2019212917,11/26/2019,4,5/1/2026,132,
13T&I0060,KR,,Granted,13T&I0060-KR-PCT,20167026461,9/23/2016,4,4/13/2025,169,3/16/2025
13T&I0060,KR,,Granted,13T&I0060-KR-PCT,20167026461,9/23/2016,5,4/13/2026,177,
13T&I0060,NL,,Granted,13T&I0060-NL-EPT,14827775.9,12/23/2014,11,12/23/2024,591,12/26/2024
13T&I0060,NL,,Granted,13T&I0060-NL-EPT,14827775.9,12/23/2014,12,12/23/2025,756,
13T&I0060,SG,,Granted,13T&I0060-SG-PCT,11201606321U,8/1/2016,11,12/23/2024,554,11/29/2024
13T&I0060,SG,,Granted,13T&I0060-SG-PCT,11201606321U,8/1/2016,12,12/23/2025,581,
13T&I0060,US,,Granted,13T&I0060-US-PCT,15/120880,8/23/2016,8,12/19/2025,4047,
13T&I0061,CN,,Granted,13T&I0061-CN-PCT,201480076307.8,8/24/2016,11,12/23/2024,581,11/29/2024
13T&I0061,CN,,Granted,13T&I0061-CN-PCT,201480076307.8,8/24/2016,12,12/23/2025,582,
13T&I0061,DE,,Granted,13T&I0061-DE-EPT,14827222.2,12/23/2014,11,12/23/2024,637,12/22/2024
13T&I0061,DE,,Granted,13T&I0061-DE-EPT,14827222.2,12/23/2014,12,12/23/2025,856,
13T&I0061,FR,,Granted,13T&I0061-FR-EPT,14827222.2,12/23/2014,11,12/23/2024,311,12/24/2024
13T&I0061,FR,,Granted,13T&I0061-FR-EPT,14827222.2,12/23/2014,12,12/23/2025,382,
13T&I0061,GC,,Granted,13T&I0061-GC-NP,GC201528725,1/1/2015,11,3/1/2025,1646,2/16/2025
13T&I0061,GC,,Granted,13T&I0061-GC-NP,GC201528725,1/1/2015,12,3/1/2026,1699,
13T&I0061,IN,,Granted,13T&I0061-IN-PCT,201617027767,8/14/2016,11,12/23/2024,396,12/6/2024
13T&I0061,IN,,Granted,13T&I0061-IN-PCT,201617027767,8/14/2016,12,12/23/2025,343,
13T&I0061,KR,,Granted,13T&I0061-KR-PCT,20167026466,9/23/2016,4,4/13/2025,379,3/16/2025
13T&I0061,KR,,Granted,13T&I0061-KR-PCT,20167026466,9/23/2016,5,4/13/2026,398,
13T&I0061,NL,,Granted,13T&I0061-NL-EPT,14827222.2,12/23/2014,11,12/23/2024,591,12/26/2024
13T&I0061,NL,,Granted,13T&I0061-NL-EPT,14827222.2,12/23/2014,12,12/23/2025,756,
13T&I0061,SG,,Granted,13T&I0061-SG-PCT,11201606012P,7/21/2016,11,12/23/2024,554,11/29/2024
13T&I0061,SG,,Granted,13T&I0061-SG-PCT,11201606012P,7/21/2016,12,12/23/2025,581,
13T&I0080,CN,,Granted,13T&I0080-CN-PCT,201480076217.9,8/23/2016,11,12/23/2024,581,11/29/2024
13T&I0080,CN,,Granted,13T&I0080-CN-PCT,201480076217.9,8/23/2016,12,12/23/2025,582,
13T&I0080,DE,,Granted,13T&I0080-DE-EPT,14816334.8,12/23/2014,11,12/23/2024,637,12/22/2024
13T&I0080,DE,,Granted,13T&I0080-DE-EPT,14816334.8,12/23/2014,12,12/23/2025,856,
13T&I0080,FR,,Granted,13T&I0080-FR-EPT,14816334.8,12/23/2014,11,12/23/2024,311,12/24/2024
13T&I0080,FR,,Granted,13T&I0080-FR-EPT,14816334.8,12/23/2014,12,12/23/2025,382,
13T&I0080,GC,,Granted,13T&I0080-GC-NP,GC201528713,1/1/2015,11,3/1/2025,1646,2/16/2025
13T&I0080,GC,,Granted,13T&I0080-GC-NP,GC201528713,1/1/2015,12,3/1/2026,1699,
13T&I0080,IN,,Granted,13T&I0080-IN-PCT,201617027919,8/16/2016,11,12/23/2024,396,12/6/2024
13T&I0080,IN,,Granted,13T&I0080-IN-PCT,201617027919,8/16/2016,12,12/23/2025,343,
13T&I0080,KR,,Granted,13T&I0080-KR-PCT,20167026421,9/23/2016,4,2/28/2025,222,1/29/2025
13T&I0080,KR,,Granted,13T&I0080-KR-PCT,20167026421,9/23/2016,5,2/28/2026,224,
13T&I0080,NL,,Granted,13T&I0080-NL-EPT,14816334.8,12/23/2014,11,12/23/2024,591,12/26/2024
13T&I0080,NL,,Granted,13T&I0080-NL-EPT,14816334.8,12/23/2014,12,12/23/2025,756,
13T&I0080,SG,,Granted,13T&I0080-SG-PCT,11201606013V,7/21/2016,11,12/23/2024,554,11/29/2024
13T&I0080,SG,,Granted,13T&I0080-SG-PCT,11201606013V,7/21/2016,12,12/23/2025,581,
13T&I0080,US,,Granted,13T&I0080-US-PCT,15/121069,8/24/2016,8,7/2/2025,4047,
13T&I0081,CN,,Granted,13T&I0081-CN-PCT,201480076105.3,8/22/2016,11,12/23/2024,581,11/29/2024
13T&I0081,CN,,Granted,13T&I0081-CN-PCT,201480076105.3,8/22/2016,12,12/23/2025,582,
13T&I0081,DE,,Granted,13T&I0081-DE-EPT,14816329.8,12/23/2014,11,12/23/2024,637,12/22/2024
13T&I0081,DE,,Granted,13T&I0081-DE-EPT,14816329.8,12/23/2014,12,12/23/2025,856,
13T&I0081,FR,,Granted,13T&I0081-FR-EPT,14816329.8,12/23/2014,11,12/23/2024,311,12/24/2024
13T&I0081,FR,,Granted,13T&I0081-FR-EPT,14816329.8,12/23/2014,12,12/23/2025,382,
13T&I0081,GC,,Granted,13T&I0081-GC-NP,GC201528715,1/1/2015,11,3/1/2025,1646,2/16/2025
13T&I0081,GC,,Granted,13T&I0081-GC-NP,GC201528715,1/1/2015,12,3/1/2026,1699,
13T&I0081,IN,,Granted,13T&I0081-IN-PCT,201617027920,8/16/2016,11,12/23/2024,396,12/6/2024
13T&I0081,IN,,Granted,13T&I0081-IN-PCT,201617027920,8/16/2016,12,12/23/2025,343,
13T&I0081,KR,,Granted,13T&I0081-KR-PCT,1020167026441,9/23/2016,4,2/28/2025,206,1/29/2025
13T&I0081,KR,,Granted,13T&I0081-KR-PCT,1020167026441,9/23/2016,5,2/28/2026,208,
13T&I0081,NL,,Granted,13T&I0081-NL-EPT,14816329.8,12/23/2014,11,12/23/2024,591,12/26/2024
13T&I0081,NL,,Granted,13T&I0081-NL-EPT,14816329.8,12/23/2014,12,12/23/2025,756,
13T&I0081,SG,,Granted,13T&I0081-SG-PCT,11201606014X,7/21/2016,11,12/23/2024,554,11/29/2024
13T&I0081,SG,,Granted,13T&I0081-SG-PCT,11201606014X,7/21/2016,12,12/23/2025,581,
